id,name,url,comment,muscle_group
375,"""""Скалалаз""""",https://cloud.mail.ru/public/7AmE/ZX4ojLpKe,Оборудование: С/в,18
376,Скручивание таза с поднятыми ногами,https://cloud.mail.ru/public/9nJN/xnr3EfEvL,Оборудование: С/в,18
377,Планка,https://cloud.mail.ru/public/CvVw/B7r6BBgZY,Оборудование: С/в,18
378,Планка на прямых руках,https://cloud.mail.ru/public/ipjN/DzZzDZZDV,Оборудование: С/в,18
379,"Подъём ног в римском стуле        ",https://cloud.mail.ru/public/ipjN/DzZzDZZDV,Оборудование: Тр. Скамья для пресс,18
380,[object Object],https://cloud.mail.ru/public/sURW/21zuZKwVn,Оборудование: С/в,18
381,Скручивания в короткой амплитуде,https://cloud.mail.ru/public/RRNC/DLCn7nRdG,Оборудование: С/в,18
382,Складка с мячом,https://cloud.mail.ru/public/yFsv/vEYLXo6R1,Оборудование: С/в,18
383,Скручивания с ногами на возвышении,https://cloud.mail.ru/public/V3gc/T2g6E6rtu,Оборудование: С/в,18
384,Скручивания,https://cloud.mail.ru/public/WuUv/B71QSGoHw,Оборудование: С/в,18
385,"""""Сладка""""        ",https://cloud.mail.ru/public/tRcP/dT621KHim,Оборудование: С/в,18
386,Вытягивание ног вдоль пола и подтягивание их к груди,https://cloud.mail.ru/public/XsnG/53r4VEJf3,Оборудование: С/в,18
387,Подошвенные сгибания в TRX,https://cloud.mail.ru/public/2CNd/4W5yLCUGq,Оборудование: TRX,18
388,Книжка без подддержки руками,https://cloud.mail.ru/public/H76L/z21vYGKkW,Оборудование: С/в,18
389,Ножницы с удержанием ноги в верхней точке,https://cloud.mail.ru/public/Seus/utsMQzb85,Оборудование: С/в,18
390,Планка у стены с пенным валиком,https://cloud.mail.ru/public/f6sd/41gAmXAu5,Оборудование: Пенный валик,18
391,Обратные скручивания,https://cloud.mail.ru/public/kpQF/joWvXH1hm,Оборудование: С/в,18
392,Горизонтыльные ножницы,https://cloud.mail.ru/public/7vZY/e5etJNadT,Оборудование: С/в,18
393,Уголок с прожимками,https://cloud.mail.ru/public/r5Tn/7EWmtTu9a,Оборудование: С/в,18
394,Проходка из планки,https://cloud.mail.ru/public/o6CQ/uGEbpRFtx,Оборудование: С/в,18
395,Задний наклон таза в TRX,https://cloud.mail.ru/public/DVKX/2RAK1YorW,Оборудование: TRX,18
396,Высокая-низкая планка,https://cloud.mail.ru/public/jdyQ/qCdQj8Tkx,Оборудование: С/в,18
397,Планка на фитболе,https://cloud.mail.ru/public/fPey/VngXou8TV,Оборудование: Фитбол,18
398,Планка на одной руке и ноге,https://cloud.mail.ru/public/aN8o/wMpjBuGwA,Оборудование: С/в,18
399,Задний наклон таза лежа,https://cloud.mail.ru/public/5ANJ/GNMkdsKGo,Оборудование: С/в,18
400,Велосипед на прямую мышцу живота,https://cloud.mail.ru/public/SnEQ/c4yZrV8Pv,Оборудование: С/в,18
401,Обратные скручивания,https://cloud.mail.ru/public/g7AE/2qrvMMUpX,Оборудование: С/в,18
402,Планка с выпрямлеными руками в доль пола,https://cloud.mail.ru/public/SK61/aJRTpYwyx,Оборудование: С/в,18
403,Скручивания на фитболе,https://cloud.mail.ru/public/Ss67/a1jUKcSPh,Оборудование: Фитбол,18
404,[object Object],https://cloud.mail.ru/public/gBuB/gCZkF9gXF,Оборудование: С/в,18
405,Скручивания с удержанием ног,https://cloud.mail.ru/public/AwzX/3dmtLdCWc,Оборудование: С/в,18
406,Вытягивание ног в доль пола с подъемом,https://cloud.mail.ru/public/sLTS/MHf7Nmpax,Оборудование: С/в,18
407,Раскрытый уголок,https://cloud.mail.ru/public/Nf25/JW8LTzFQb,Оборудование: С/в,18
408,Скручивания с Блином/Медболом (тяжелый мяч),https://cloud.mail.ru/public/LzDQ/xrP8aqBoV,Оборудование: С/в,18
409,Скручивания с поднятыми ногами с медболом,https://cloud.mail.ru/public/z44F/zwCMCaNaN,Оборудование: С/в,18
410,Скручивания с поочередным подносом коленей,https://cloud.mail.ru/public/65b2/453BntAuk,Оборудование: С/в,18
411,[object Object],https://cloud.mail.ru/public/WuUv/B71QSGoHw,Оборудование: С/в,18
412,Скручивания на Bosu,https://cloud.mail.ru/public/6rTf/Tgg4B8cvF,Оборудование: Bosu,18
413,"""""Скалолаз на косые""""",https://cloud.mail.ru/public/V45o/adc61BrRj,Оборудование: С/в,19
414,Скручивания на косые с поднятой ногой,https://cloud.mail.ru/public/T4BN/4Db3xSvnB,Оборудование: С/в,19
415,Скручивания на косые с удержанием ноги,https://cloud.mail.ru/public/H54T/F99UXPZrN,Оборудование: С/в,19
416," """"Диагональная складка""""",https://cloud.mail.ru/public/fRRW/VDg64e9kZ,Оборудование: С/в,19
417,Боковые скручивания на косые,https://cloud.mail.ru/public/KT1A/a8YYQXXpc,Оборудование: С/в,19
418,Дворники в висе на перекладине,https://cloud.mail.ru/public/mojh/EHeFJE8rw,Оборудование: Перекладина,19
419,Скручивания на боку,https://cloud.mail.ru/public/SA52/EELsLJCuz,Оборудование: С/в,19
420,Скручивания в боковой планке,https://cloud.mail.ru/public/R5Uh/dUTMhKpir,Оборудование: С/в,19
421,Планка  в TRX с диагональным скручиванием,https://cloud.mail.ru/public/UT7k/VxfZyt8dP,Оборудование: TRX,19
422,Птица-собака в TRX,https://cloud.mail.ru/public/ncAT/sgp3tejtK,Оборудование: TRX,19
423,Скручивания на косые с поперемынным вытягиванием ног,https://cloud.mail.ru/public/iLG2/8q5Gn9g8P,Оборудование: С/в,19
424,Ножницы на косые,https://cloud.mail.ru/public/v9SP/WRVGx8YZw,Оборудование: С/в,19
425,Подъем ног со скруткой на косые,https://cloud.mail.ru/public/56bH/Qe4wgh9Dt,Оборудование: С/в,19
426,"""""Дворники""""        ",https://cloud.mail.ru/public/ZTLi/WzZmWDD9x,Оборудование: С/в,19
427,"""""Велосипед на косые""""        ",https://cloud.mail.ru/public/hmq4/DgA3Undei,Оборудование: С/в,19
428,Скручивания на косые,https://cloud.mail.ru/public/qFAU/tE24t9Ux2,Оборудование: С/в,19
429,"""""Русский твист""""",https://cloud.mail.ru/public/c19X/ReutQZTJ6,Оборудование: С/в,19
430,Скручивания на косые TRX,https://cloud.mail.ru/public/HQ3c/aTTz6pVAz,Оборудование: TRX,19
431,Скручивания на косые с подъемом ног,https://cloud.mail.ru/public/Y2b8/fZLmqt9yj,Оборудование: С/в,19
432,Скручивания на косые в тренажере,https://cloud.mail.ru/public/aStQ/2kL1LCw3Z,Оборудование: Тр. Скамья для пресс,19
436,sdsd,,,2
